,bitcoinprice,goldprice,market,riskfreerate
2019-07-19,10548.04,506.1,2976.61,2.1
2019-07-20,10754.92,506.1,2976.61,2.1
2019-07-21,10633.54,506.1,2976.61,2.1
2019-07-22,10304.64,506.1,2985.03,2.1
2019-07-23,9833.19,506.1,3005.47,2.1
2019-07-24,9751.24,506.1,3019.56,2.1
2019-07-25,9880.67,506.1,3003.67,2.1
2019-07-26,9841.96,506.1,3025.86,2.1
2019-07-27,9468.92,506.1,3025.86,2.1
2019-07-28,9549.7,506.1,3025.86,2.1
2019-07-29,9503.32,506.1,3020.97,2.1
2019-07-30,9580.0,506.1,3013.18,2.1
2019-07-31,10099.0,506.1,2980.38,2.1
2019-08-01,10417.24,537.7,2953.56,1.95
2019-08-02,10533.07,537.7,2932.05,1.95
2019-08-03,10820.75,537.7,2932.05,1.95
2019-08-04,10997.82,537.7,2932.05,1.95
2019-08-05,11775.14,537.7,2844.74,1.95
2019-08-06,11440.08,537.7,2881.77,1.95
2019-08-07,12014.41,537.7,2883.98,1.95
2019-08-08,12017.89,537.7,2938.09,1.95
2019-08-09,11889.0,537.7,2918.65,1.95
2019-08-10,11283.82,537.7,2918.65,1.95
2019-08-11,11531.95,537.7,2918.65,1.95
2019-08-12,11387.38,537.7,2883.75,1.95
2019-08-13,10855.58,537.7,2926.32,1.95
2019-08-14,10105.34,537.7,2840.6,1.95
2019-08-15,10280.96,537.7,2847.6,1.95
2019-08-16,10368.83,537.7,2888.68,1.95
2019-08-17,10218.37,537.7,2888.68,1.95
2019-08-18,10309.04,537.7,2888.68,1.95
2019-08-19,10935.67,537.7,2923.65,1.95
2019-08-20,10770.99,537.7,2900.51,1.95
2019-08-21,10137.75,537.7,2924.43,1.95
2019-08-22,10088.89,537.7,2922.95,1.95
2019-08-23,10415.01,537.7,2847.11,1.95
2019-08-24,10156.0,537.7,2847.11,1.95
2019-08-25,10148.5,537.7,2847.11,1.95
2019-08-26,10373.75,537.7,2878.38,1.95
2019-08-27,10170.16,537.7,2869.16,1.95
2019-08-28,9710.38,537.7,2887.94,1.95
2019-08-29,9525.0,537.7,2924.58,1.95
2019-08-30,9580.6,537.7,2926.46,1.95
2019-08-31,9593.95,537.7,2926.46,1.95
2019-09-01,9769.64,554.7,2926.46,1.89
2019-09-02,10405.05,554.7,2926.46,1.89
2019-09-03,10628.46,554.7,2906.27,1.89
2019-09-04,10585.67,554.7,2937.78,1.89
2019-09-05,10574.27,554.7,2976.0,1.89
2019-09-06,10318.8,554.7,2978.71,1.89
2019-09-07,10484.87,554.7,2978.71,1.89
2019-09-08,10395.17,554.7,2978.71,1.89
2019-09-09,10310.01,554.7,2978.43,1.89
2019-09-10,10090.01,554.7,2979.39,1.89
2019-09-11,10169.49,554.7,3000.93,1.89
2019-09-12,10437.19,554.7,3009.57,1.89
2019-09-13,10381.91,554.7,3007.39,1.89
2019-09-14,10360.2,554.7,3007.39,1.89
2019-09-15,10306.65,554.7,3007.39,1.89
2019-09-16,10268.77,554.7,2997.96,1.89
2019-09-17,10185.14,554.7,3005.7,1.89
2019-09-18,10155.26,554.7,3006.73,1.89
2019-09-19,10304.94,554.7,3006.79,1.89
2019-09-20,10168.44,554.7,2992.07,1.89
2019-09-21,9982.39,554.7,2992.07,1.89
2019-09-22,10035.0,554.7,2992.07,1.89
2019-09-23,9683.89,554.7,2991.78,1.89
2019-09-24,8556.43,554.7,2966.6,1.89
2019-09-25,8446.57,554.7,2984.87,1.89
2019-09-26,8063.0,554.7,2977.62,1.89
2019-09-27,8193.98,554.7,2961.79,1.89
2019-09-28,8228.22,554.7,2961.79,1.89
2019-09-29,8063.06,554.7,2961.79,1.89
2019-09-30,8305.14,554.7,2976.74,1.89
2019-10-01,8323.43,541.5,2940.25,1.65
2019-10-02,8396.0,541.5,2887.61,1.65
2019-10-03,8241.25,541.5,2910.63,1.65
2019-10-04,8159.71,541.5,2952.01,1.65
2019-10-05,8152.99,541.5,2952.01,1.65
2019-10-06,7862.67,541.5,2952.01,1.65
2019-10-07,8224.82,541.5,2938.79,1.65
2019-10-08,8186.73,541.5,2893.06,1.65
2019-10-09,8600.0,541.5,2919.4,1.65
2019-10-10,8589.01,541.5,2938.13,1.65
2019-10-11,8263.64,541.5,2970.27,1.65
2019-10-12,8304.1,541.5,2970.27,1.65
2019-10-13,8280.01,541.5,2970.27,1.65
2019-10-14,8363.0,541.5,2966.15,1.65
2019-10-15,8156.52,541.5,2995.68,1.65
2019-10-16,7993.0,541.5,2989.69,1.65
2019-10-17,8077.0,541.5,2997.95,1.65
2019-10-18,7954.16,541.5,2986.2,1.65
2019-10-19,7965.27,541.5,2986.2,1.65
2019-10-20,8235.44,541.5,2986.2,1.65
2019-10-21,8214.58,541.5,3006.72,1.65
2019-10-22,8008.04,541.5,2995.99,1.65
2019-10-23,7473.42,541.5,3004.52,1.65
2019-10-24,7439.29,541.5,3010.29,1.65
2019-10-25,8704.85,541.5,3022.55,1.65
2019-10-26,9281.27,541.5,3022.55,1.65
2019-10-27,9570.58,541.5,3022.55,1.65
2019-10-28,9221.96,541.5,3039.42,1.65
2019-10-29,9431.27,541.5,3036.89,1.65
2019-10-30,9175.77,541.5,3046.77,1.65
2019-10-31,9146.75,541.5,3037.56,1.65
2019-11-01,9268.0,539.2,3066.91,1.54
2019-11-02,9320.0,539.2,3066.91,1.54
2019-11-03,9215.01,539.2,3066.91,1.54
2019-11-04,9414.0,539.2,3078.27,1.54
2019-11-05,9314.99,539.2,3074.62,1.54
2019-11-06,9343.11,539.2,3076.78,1.54
2019-11-07,9196.71,539.2,3085.18,1.54
2019-11-08,8758.69,539.2,3093.08,1.54
2019-11-09,8798.38,539.2,3093.08,1.54
2019-11-10,9036.82,539.2,3093.08,1.54
2019-11-11,8720.61,539.2,3087.01,1.54
2019-11-12,8823.65,539.2,3091.84,1.54
2019-11-13,8765.61,539.2,3094.04,1.54
2019-11-14,8630.01,539.2,3096.63,1.54
2019-11-15,8460.0,539.2,3120.46,1.54
2019-11-16,8488.0,539.2,3120.46,1.54
2019-11-17,8500.01,539.2,3120.46,1.54
2019-11-18,8160.73,539.2,3122.03,1.54
2019-11-19,8123.36,539.2,3120.18,1.54
2019-11-20,8082.96,539.2,3108.46,1.54
2019-11-21,7618.76,539.2,3103.54,1.54
2019-11-22,7296.45,539.2,3110.29,1.54
2019-11-23,7338.92,539.2,3110.29,1.54
2019-11-24,6906.25,539.2,3110.29,1.54
2019-11-25,7125.0,539.2,3133.64,1.54
2019-11-26,7155.0,539.2,3140.52,1.54
2019-11-27,7539.4,539.2,3153.63,1.54
2019-11-28,7413.05,539.2,3153.63,1.54
2019-11-29,7751.29,539.2,3140.98,1.54
2019-11-30,7551.7,539.2,3140.98,1.54
2019-12-01,7413.84,533.9,3140.98,1.54
2019-12-02,7315.09,533.9,3113.87,1.54
2019-12-03,7296.0,533.9,3093.2,1.54
2019-12-04,7185.57,533.9,3112.76,1.54
2019-12-05,7388.75,533.9,3117.43,1.54
2019-12-06,7560.76,533.9,3145.91,1.54
2019-12-07,7502.2,533.9,3145.91,1.54
2019-12-08,7520.0,533.9,3145.91,1.54
2019-12-09,7332.69,533.9,3135.96,1.54
2019-12-10,7215.69,533.9,3132.52,1.54
2019-12-11,7275.17,533.9,3141.63,1.54
2019-12-12,7194.19,533.9,3168.57,1.54
2019-12-13,7249.25,533.9,3168.8,1.54
2019-12-14,7059.55,533.9,3168.8,1.54
2019-12-15,7111.0,533.9,3168.8,1.54
2019-12-16,6877.04,533.9,3191.45,1.54
2019-12-17,6618.62,533.9,3192.52,1.54
2019-12-18,7309.12,533.9,3191.14,1.54
2019-12-19,7153.99,533.9,3205.37,1.54
2019-12-20,7189.87,533.9,3221.22,1.54
2019-12-21,7143.01,533.9,3221.22,1.54
2019-12-22,7550.0,533.9,3221.22,1.54
2019-12-23,7318.18,533.9,3224.01,1.54
2019-12-24,7259.87,533.9,3223.38,1.54
2019-12-25,7194.76,533.9,3223.38,1.54
2019-12-26,7195.0,533.9,3239.91,1.54
2019-12-27,7247.35,533.9,3240.02,1.54
2019-12-28,7303.7,533.9,3240.02,1.54
2019-12-29,7378.53,533.9,3240.02,1.54
2019-12-30,7191.0,533.9,3221.29,1.54
2019-12-31,7158.01,533.9,3230.78,1.54
2020-01-01,7174.32,555.0,3230.78,1.52
2020-01-02,6945.01,555.0,3257.85,1.52
2020-01-03,7335.54,555.0,3234.85,1.52
2020-01-04,7353.5,555.0,3234.85,1.52
2020-01-05,7348.69,555.0,3234.85,1.52
2020-01-06,7773.48,555.0,3246.28,1.52
2020-01-07,8169.95,555.0,3237.18,1.52
2020-01-08,8035.08,555.0,3253.05,1.52
2020-01-09,7813.78,555.0,3274.7,1.52
2020-01-10,8183.89,555.0,3265.35,1.52
2020-01-11,8002.89,555.0,3265.35,1.52
2020-01-12,8192.66,555.0,3265.35,1.52
2020-01-13,8109.62,555.0,3288.13,1.52
2020-01-14,8757.18,555.0,3283.15,1.52
2020-01-15,8831.86,555.0,3289.29,1.52
2020-01-16,8727.22,555.0,3316.81,1.52
2020-01-17,8875.81,555.0,3329.62,1.52
2020-01-18,8901.0,555.0,3329.62,1.52
2020-01-19,8710.41,555.0,3329.62,1.52
2020-01-20,8633.67,555.0,3329.62,1.52
2020-01-21,8730.0,555.0,3320.79,1.52
2020-01-22,8665.0,555.0,3321.75,1.52
2020-01-23,8386.63,555.0,3325.54,1.52
2020-01-24,8424.96,555.0,3295.47,1.52
2020-01-25,8304.04,555.0,3295.47,1.52
2020-01-26,8632.92,555.0,3295.47,1.52
2020-01-27,8903.24,555.0,3243.63,1.52
2020-01-28,9417.64,555.0,3276.24,1.52
2020-01-29,9270.0,555.0,3273.4,1.52
2020-01-30,9493.61,555.0,3283.66,1.52
2020-01-31,9343.28,555.0,3225.52,1.52
2020-02-01,9375.06,568.1,3225.52,1.52
2020-02-02,9314.06,568.1,3225.52,1.52
2020-02-03,9282.29,568.1,3248.92,1.52
2020-02-04,9158.57,568.1,3297.59,1.52
2020-02-05,9623.44,568.1,3334.69,1.52
2020-02-06,9765.96,568.1,3345.78,1.52
2020-02-07,9804.98,568.1,3327.71,1.52
2020-02-08,9911.13,568.1,3327.71,1.52
2020-02-09,10174.81,568.1,3327.71,1.52
2020-02-10,9854.5,568.1,3352.09,1.52
2020-02-11,10279.99,568.1,3357.75,1.52
2020-02-12,10344.01,568.1,3379.45,1.52
2020-02-13,10239.57,568.1,3373.94,1.52
2020-02-14,10380.0,568.1,3380.16,1.52
2020-02-15,9901.34,568.1,3380.16,1.52
2020-02-16,9915.04,568.1,3380.16,1.52
2020-02-17,9711.95,568.1,3380.16,1.52
2020-02-18,10191.51,568.1,3370.29,1.52
2020-02-19,9591.54,568.1,3386.15,1.52
2020-02-20,9610.05,568.1,3373.23,1.52
2020-02-21,9697.01,568.1,3337.75,1.52
2020-02-22,9668.26,568.1,3337.75,1.52
2020-02-23,9964.16,568.1,3337.75,1.52
2020-02-24,9668.08,568.1,3225.89,1.52
2020-02-25,9301.01,568.1,3128.21,1.52
2020-02-26,8776.01,568.1,3116.39,1.52
2020-02-27,8816.71,568.1,2978.76,1.52
2020-02-28,8713.16,568.1,2954.22,1.52
2020-02-29,8552.08,568.1,2954.22,1.52
2020-03-01,8490.3,595.4,2954.22,0.29
2020-03-02,8923.52,595.4,3090.23,0.29
2020-03-03,8769.67,595.4,3003.37,0.29
2020-03-04,8765.0,595.4,3130.12,0.29
2020-03-05,9053.56,595.4,3023.94,0.29
2020-03-06,9162.98,595.4,2972.37,0.29
2020-03-07,8885.68,595.4,2972.37,0.29
2020-03-08,8068.0,595.4,2972.37,0.29
2020-03-09,7945.03,595.4,2746.56,0.29
2020-03-10,7887.01,595.4,2882.23,0.29
2020-03-11,7957.02,595.4,2741.38,0.29
2020-03-12,4980.0,595.4,2480.64,0.29
2020-03-13,5592.77,595.4,2711.02,0.29
2020-03-14,5182.62,595.4,2711.02,0.29
2020-03-15,5327.12,595.4,2711.02,0.29
2020-03-16,5074.2,595.4,2386.13,0.29
2020-03-17,5361.77,595.4,2529.19,0.29
2020-03-18,5426.71,595.4,2398.1,0.29
2020-03-19,6219.99,595.4,2409.39,0.29
2020-03-20,6215.4,595.4,2304.92,0.29
2020-03-21,6168.72,595.4,2304.92,0.29
2020-03-22,5791.69,595.4,2304.92,0.29
2020-03-23,6583.38,595.4,2237.4,0.29
2020-03-24,6742.21,595.4,2447.33,0.29
2020-03-25,6752.83,595.4,2475.56,0.29
2020-03-26,6772.2,595.4,2630.07,0.29
2020-03-27,6320.46,595.4,2541.47,0.29
2020-03-28,6269.81,595.4,2541.47,0.29
2020-03-29,5897.55,595.4,2541.47,0.29
2020-03-30,6401.26,595.4,2626.65,0.29
2020-03-31,6434.73,595.4,2584.59,0.29
2020-04-01,6719.39,583.4,2470.5,0.14
2020-04-02,6789.84,583.4,2526.9,0.14
2020-04-03,6727.99,583.4,2488.65,0.14
2020-04-04,6896.6,583.4,2488.65,0.14
2020-04-05,6779.75,583.4,2488.65,0.14
2020-04-06,7320.07,583.4,2663.68,0.14
2020-04-07,7204.58,583.4,2659.41,0.14
2020-04-08,7343.65,583.4,2749.98,0.14
2020-04-09,7294.69,583.4,2789.82,0.14
2020-04-10,6892.54,583.4,2789.82,0.14
2020-04-11,6891.43,583.4,2789.82,0.14
2020-04-12,6860.97,583.4,2789.82,0.14
2020-04-13,6871.0,583.4,2761.63,0.14
2020-04-14,6865.72,583.4,2846.06,0.14
2020-04-15,6576.76,583.4,2783.36,0.14
2020-04-16,7123.29,583.4,2799.55,0.14
2020-04-17,7055.22,583.4,2874.56,0.14
2020-04-18,7271.53,583.4,2874.56,0.14
2020-04-19,7125.31,583.4,2874.56,0.14
2020-04-20,6832.57,583.4,2823.16,0.14
2020-04-21,6845.0,583.4,2736.56,0.14
2020-04-22,7143.99,583.4,2799.31,0.14
2020-04-23,7479.06,583.4,2797.8,0.14
2020-04-24,7514.64,583.4,2836.74,0.14
2020-04-25,7535.69,583.4,2836.74,0.14
2020-04-26,7765.79,583.4,2836.74,0.14
2020-04-27,7773.0,583.4,2878.48,0.14
2020-04-28,7774.39,583.4,2863.39,0.14
2020-04-29,8789.1,583.4,2939.51,0.14
2020-04-30,8652.3,583.4,2912.43,0.14
2020-05-01,8813.9,617.3,2830.71,0.13
2020-05-02,8992.0,617.3,2830.71,0.13
2020-05-03,8917.63,617.3,2830.71,0.13
2020-05-04,8900.29,617.3,2842.74,0.13
2020-05-05,9037.69,617.3,2868.44,0.13
2020-05-06,9132.24,617.3,2848.42,0.13
2020-05-07,10007.56,617.3,2881.19,0.13
2020-05-08,9790.23,617.3,2929.8,0.13
2020-05-09,9554.91,617.3,2929.8,0.13
2020-05-10,8773.89,617.3,2929.8,0.13
2020-05-11,8557.37,617.3,2930.32,0.13
2020-05-12,8809.14,617.3,2870.12,0.13
2020-05-13,9335.84,617.3,2820.0,0.13
2020-05-14,9815.22,617.3,2852.5,0.13
2020-05-15,9331.18,617.3,2863.7,0.13
2020-05-16,9353.26,617.3,2863.7,0.13
2020-05-17,9700.33,617.3,2863.7,0.13
2020-05-18,9733.21,617.3,2953.91,0.13
2020-05-19,9783.91,617.3,2922.94,0.13
2020-05-20,9497.76,617.3,2971.61,0.13
2020-05-21,9039.12,617.3,2948.51,0.13
2020-05-22,9173.23,617.3,2955.45,0.13
2020-05-23,9166.02,617.3,2955.45,0.13
2020-05-24,8673.64,617.3,2955.45,0.13
2020-05-25,8892.39,617.3,2955.45,0.13
2020-05-26,8836.77,617.3,2991.77,0.13
2020-05-27,9200.0,617.3,3036.13,0.13
2020-05-28,9593.72,617.3,3029.73,0.13
2020-05-29,9426.87,617.3,3044.31,0.13
2020-05-30,9684.6,617.3,3044.31,0.13
2020-05-31,9435.8,617.3,3044.31,0.13
2020-06-01,10212.38,620.8,3055.73,0.16
2020-06-02,9509.35,620.8,3080.82,0.16
2020-06-03,9672.67,620.8,3122.87,0.16
2020-06-04,9799.57,620.8,3112.35,0.16
2020-06-05,9568.95,620.8,3193.93,0.16
2020-06-06,9665.36,620.8,3193.93,0.16
2020-06-07,9764.0,620.8,3193.93,0.16
2020-06-08,9833.94,620.8,3232.39,0.16
2020-06-09,9778.6,620.8,3207.18,0.16
2020-06-10,9899.18,620.8,3190.14,0.16
2020-06-11,9258.7,620.8,3002.1,0.16
2020-06-12,9466.77,620.8,3041.31,0.16
2020-06-13,9477.17,620.8,3041.31,0.16
2020-06-14,9315.71,620.8,3041.31,0.16
2020-06-15,9437.23,620.8,3066.59,0.16
2020-06-16,9534.8,620.8,3124.74,0.16
2020-06-17,9460.53,620.8,3113.49,0.16
2020-06-18,9368.15,620.8,3115.34,0.16
2020-06-19,9285.54,620.8,3097.74,0.16
2020-06-20,9361.81,620.8,3097.74,0.16
2020-06-21,9279.68,620.8,3097.74,0.16
2020-06-22,9700.91,620.8,3117.86,0.16
2020-06-23,9623.74,620.8,3131.29,0.16
2020-06-24,9284.1,620.8,3050.33,0.16
2020-06-25,9232.84,620.8,3083.76,0.16
2020-06-26,9157.22,620.8,3009.05,0.16
2020-06-27,9001.24,620.8,3009.05,0.16
2020-06-28,9122.56,620.8,3009.05,0.16
2020-06-29,9191.05,620.8,3053.24,0.16
2020-06-30,9129.47,620.8,3100.29,0.16
2020-07-01,9239.09,642.6,3115.86,0.13
2020-07-02,9088.54,642.6,3130.01,0.13
2020-07-03,9050.05,642.6,3130.01,0.13
2020-07-04,9138.22,642.6,3130.01,0.13
2020-07-05,9088.52,642.6,3130.01,0.13
2020-07-06,9331.69,642.6,3179.72,0.13
2020-07-07,9263.56,642.6,3145.32,0.13
2020-07-08,9436.01,642.6,3169.94,0.13
2020-07-09,9230.48,642.6,3152.05,0.13
2020-07-10,9298.16,642.6,3185.04,0.13
2020-07-11,9235.0,642.6,3185.04,0.13
2020-07-12,9313.77,642.6,3185.04,0.13
2020-07-13,9230.14,642.6,3155.22,0.13
2020-07-14,9258.34,642.6,3197.52,0.13
2020-07-15,9194.51,642.6,3226.56,0.13
2020-07-16,9130.91,642.6,3215.57,0.13
2020-07-17,9147.65,642.6,3224.73,0.13
2020-07-18,9174.6,642.6,3224.73,0.13
2020-07-19,9221.71,642.6,3224.73,0.13
2020-07-20,9161.13,642.6,3251.84,0.13
2020-07-21,9396.65,642.6,3257.3,0.13
2020-07-22,9546.31,642.6,3276.02,0.13
2020-07-23,9612.05,642.6,3235.66,0.13
2020-07-24,9553.41,642.6,3215.63,0.13
2020-07-25,9709.02,642.6,3215.63,0.13
2020-07-26,9944.58,642.6,3215.63,0.13
2020-07-27,11108.44,642.6,3239.41,0.13
2020-07-28,10952.85,642.6,3218.44,0.13
2020-07-29,11100.39,642.6,3258.44,0.13
2020-07-30,11139.67,642.6,3246.22,0.13
2020-07-31,11372.76,642.6,3271.12,0.13
2020-08-01,11805.82,730.8,3271.12,0.1
2020-08-02,11050.03,730.8,3271.12,0.1
2020-08-03,11235.44,730.8,3294.61,0.1
2020-08-04,11198.04,730.8,3306.51,0.1
2020-08-05,11737.59,730.8,3327.77,0.1
2020-08-06,11766.62,730.8,3349.16,0.1
2020-08-07,11598.96,730.8,3351.28,0.1
2020-08-08,11780.14,730.8,3351.28,0.1
2020-08-09,11692.76,730.8,3351.28,0.1
2020-08-10,11896.19,730.8,3360.47,0.1
2020-08-11,11387.01,730.8,3333.69,0.1
2020-08-12,11563.16,730.8,3380.35,0.1
2020-08-13,11824.99,730.8,3373.43,0.1
2020-08-14,11785.29,730.8,3372.85,0.1
2020-08-15,11854.27,730.8,3372.85,0.1
2020-08-16,11924.0,730.8,3372.85,0.1
2020-08-17,12325.1,730.8,3381.99,0.1
2020-08-18,11983.52,730.8,3389.78,0.1
2020-08-19,11764.8,730.8,3374.85,0.1
2020-08-20,11856.24,730.8,3385.51,0.1
2020-08-21,11526.32,730.8,3397.16,0.1
2020-08-22,11675.78,730.8,3397.16,0.1
2020-08-23,11650.03,730.8,3397.16,0.1
2020-08-24,11762.34,730.8,3431.28,0.1
2020-08-25,11324.86,730.8,3443.62,0.1
2020-08-26,11460.01,730.8,3478.73,0.1
2020-08-27,11341.73,730.8,3484.55,0.1
2020-08-28,11540.0,730.8,3508.01,0.1
2020-08-29,11468.56,730.8,3508.01,0.1
2020-08-30,11724.99,730.8,3508.01,0.1
2020-08-31,11665.93,730.8,3500.31,0.1
2020-09-01,11911.74,707.7,3526.65,0.11
2020-09-02,11390.12,707.7,3580.84,0.11
2020-09-03,10225.82,707.7,3455.06,0.11
2020-09-04,10225.82,707.7,3426.96,0.11
2020-09-05,10152.97,707.7,3426.96,0.11
2020-09-06,10255.2,707.7,3426.96,0.11
2020-09-07,10389.85,707.7,3426.96,0.11
2020-09-08,10123.21,707.7,3331.84,0.11
2020-09-09,10235.0,707.7,3398.96,0.11
2020-09-10,10345.95,707.7,3339.19,0.11
2020-09-11,10399.99,707.7,3340.97,0.11
2020-09-12,10444.01,707.7,3340.97,0.11
2020-09-13,10336.28,707.7,3340.97,0.11
2020-09-14,10679.33,707.7,3383.54,0.11
2020-09-15,10789.8,707.7,3401.2,0.11
2020-09-16,10953.38,707.7,3385.49,0.11
2020-09-17,10947.83,707.7,3357.01,0.11
2020-09-18,10942.2,707.7,3319.47,0.11
2020-09-19,11075.33,707.7,3319.47,0.11
2020-09-20,10911.59,707.7,3319.47,0.11
2020-09-21,10425.85,707.7,3281.06,0.11
2020-09-22,10529.01,707.7,3315.57,0.11
2020-09-23,10230.11,707.7,3236.92,0.11
2020-09-24,10741.0,707.7,3246.59,0.11
2020-09-25,10693.3,707.7,3298.46,0.11
2020-09-26,10730.23,707.7,3298.46,0.11
2020-09-27,10792.18,707.7,3298.46,0.11
2020-09-28,10681.01,707.7,3351.6,0.11
2020-09-29,10845.9,707.7,3335.47,0.11
2020-09-30,10783.24,707.7,3363.0,0.11
2020-10-01,10598.64,690.2,3380.8,0.1
2020-10-02,10577.92,690.2,3348.44,0.1
2020-10-03,10545.21,690.2,3348.44,0.1
2020-10-04,10662.36,690.2,3348.44,0.1
2020-10-05,10800.0,690.2,3408.63,0.1
2020-10-06,10594.15,690.2,3360.95,0.1
2020-10-07,10671.23,690.2,3419.45,0.1
2020-10-08,10926.71,690.2,3446.83,0.1
2020-10-09,11059.3,690.2,3477.13,0.1
2020-10-10,11303.56,690.2,3477.13,0.1
2020-10-11,11370.45,690.2,3477.13,0.1
2020-10-12,11534.83,690.2,3534.22,0.1
2020-10-13,11434.36,690.2,3511.93,0.1
2020-10-14,11426.87,690.2,3488.67,0.1
2020-10-15,11509.25,690.2,3483.34,0.1
2020-10-16,11329.33,690.2,3483.81,0.1
2020-10-17,11365.96,690.2,3483.81,0.1
2020-10-18,11516.56,690.2,3483.81,0.1
2020-10-19,11765.09,690.2,3426.92,0.1
2020-10-20,11917.34,690.2,3443.12,0.1
2020-10-21,12836.37,690.2,3435.56,0.1
2020-10-22,12977.02,690.2,3453.49,0.1
2020-10-23,12943.03,690.2,3465.39,0.1
2020-10-24,13120.87,690.2,3465.39,0.1
2020-10-25,13050.32,690.2,3465.39,0.1
2020-10-26,13072.95,690.2,3400.97,0.1
2020-10-27,13698.18,690.2,3390.68,0.1
2020-10-28,13280.0,690.2,3271.03,0.1
2020-10-29,13460.0,690.2,3310.11,0.1
2020-10-30,13582.97,690.2,3269.96,0.1
2020-10-31,13745.02,690.2,3269.96,0.1
2020-11-01,13784.52,694.6,3269.96,0.09
2020-11-02,13573.93,694.6,3310.24,0.09
2020-11-03,14050.59,694.6,3369.16,0.09
2020-11-04,14160.0,694.6,3443.44,0.09
2020-11-05,15636.6,694.6,3510.45,0.09
2020-11-06,15596.33,694.6,3509.44,0.09
2020-11-07,14814.62,694.6,3509.44,0.09
2020-11-08,15487.88,694.6,3509.44,0.09
2020-11-09,15334.37,694.6,3550.5,0.09
2020-11-10,15325.25,694.6,3545.53,0.09
2020-11-11,15723.81,694.6,3572.66,0.09
2020-11-12,16319.72,694.6,3537.01,0.09
2020-11-13,16339.59,694.6,3585.15,0.09
2020-11-14,16093.3,694.6,3585.15,0.09
2020-11-15,15946.64,694.6,3585.15,0.09
2020-11-16,16714.58,694.6,3626.91,0.09
2020-11-17,17660.9,694.6,3609.53,0.09
2020-11-18,17802.82,694.6,3567.79,0.09
2020-11-19,17804.44,694.6,3581.87,0.09
2020-11-20,18702.87,694.6,3557.54,0.09
2020-11-21,18710.14,694.6,3557.54,0.09
2020-11-22,18477.48,694.6,3557.54,0.09
2020-11-23,18391.21,694.6,3577.59,0.09
2020-11-24,19185.07,694.6,3635.41,0.09
2020-11-25,18706.15,694.6,3629.65,0.09
2020-11-26,17173.0,694.6,3629.65,0.09
2020-11-27,17156.99,694.6,3638.35,0.09
2020-11-28,17718.3,694.6,3638.35,0.09
2020-11-29,18238.52,694.6,3638.35,0.09
2020-11-30,19727.0,694.6,3621.63,0.09
2020-12-01,18763.35,658.5,3662.45,0.09
2020-12-02,19245.61,658.5,3669.01,0.09
2020-12-03,19430.07,658.5,3666.72,0.09
2020-12-04,18692.32,658.5,3699.12,0.09
2020-12-05,19156.82,658.5,3699.12,0.09
2020-12-06,19397.08,658.5,3699.12,0.09
2020-12-07,19202.88,658.5,3691.96,0.09
2020-12-08,18311.76,658.5,3702.25,0.09
2020-12-09,18550.01,658.5,3672.82,0.09
2020-12-10,18286.8,658.5,3668.1,0.09
2020-12-11,18048.14,658.5,3663.46,0.09
2020-12-12,18826.36,658.5,3663.46,0.09
2020-12-13,19133.04,658.5,3663.46,0.09
2020-12-14,19288.43,658.5,3647.49,0.09
2020-12-15,19451.34,658.5,3694.62,0.09
2020-12-16,21384.63,658.5,3701.17,0.09
2020-12-17,22830.34,658.5,3722.48,0.09
2020-12-18,23169.26,658.5,3709.41,0.09
2020-12-19,23814.91,658.5,3709.41,0.09
2020-12-20,23451.68,658.5,3709.41,0.09
2020-12-21,22777.26,658.5,3694.92,0.09
2020-12-22,23839.99,658.5,3687.26,0.09
2020-12-23,23196.57,658.5,3690.01,0.09
2020-12-24,23740.01,658.5,3703.06,0.09
2020-12-25,24736.42,658.5,3703.06,0.09
2020-12-26,26519.1,658.5,3703.06,0.09
2020-12-27,26320.06,658.5,3703.06,0.09
2020-12-28,27044.14,658.5,3735.36,0.09
2020-12-29,27407.85,658.5,3727.04,0.09
2020-12-30,28934.56,658.5,3732.04,0.09
2020-12-31,29026.97,658.5,3756.07,0.09
2021-01-01,29391.09,696.6,3756.07,0.08
2021-01-02,32244.73,696.6,3756.07,0.08
2021-01-03,33134.1,696.6,3756.07,0.08
2021-01-04,32127.31,696.6,3700.65,0.08
2021-01-05,34131.23,696.6,3726.86,0.08
2021-01-06,36979.81,696.6,3748.14,0.08
2021-01-07,39573.39,696.6,3803.79,0.08
2021-01-08,40666.72,696.6,3824.68,0.08
2021-01-09,40346.3,696.6,3824.68,0.08
2021-01-10,38242.02,696.6,3824.68,0.08
2021-01-11,35474.31,696.6,3799.61,0.08
2021-01-12,33968.43,696.6,3801.19,0.08
2021-01-13,37520.66,696.6,3809.84,0.08
2021-01-14,39171.12,696.6,3795.54,0.08
2021-01-15,36868.39,696.6,3768.25,0.08
2021-01-16,35869.47,696.6,3768.25,0.08
2021-01-17,35931.15,696.6,3768.25,0.08
2021-01-18,36765.97,696.6,3768.25,0.08
2021-01-19,35673.03,696.6,3798.91,0.08
2021-01-20,35570.44,696.6,3851.85,0.08
2021-01-21,30647.26,696.6,3853.07,0.08
2021-01-22,32885.51,696.6,3841.47,0.08
2021-01-23,32021.33,696.6,3841.47,0.08
2021-01-24,32250.01,696.6,3841.47,0.08
2021-01-25,31979.0,696.6,3855.36,0.08
2021-01-26,32579.82,696.6,3849.62,0.08
2021-01-27,30552.06,696.6,3750.77,0.08
